"","Year","y2_statefips","y2_countyfips","n2","pop_estimate","inflow_per_Capita","percentage_change","data_issue_inflow"
"10270",2016,"17","025",448,13314,0.0336487907465825,35.4136470855714,0
"10271",2017,"17","025",548,13270,0.0412961567445366,22.7270158251696,0
"10272",2018,"17","025",508,13266,0.0382933815769637,-7.27131869957887,0
"10273",2019,"17","025",380,13184,0.0288228155339806,-24.7316002216956,0
"10274",2020,"17","025",471,13271,0.0354909200512395,23.1348131461953,0
"10275",2021,"17","025",418,13154,0.0317774061122092,-10.4632788715226,0
"10276",2005,"17","027",1311,36681,0.0357405741392001,NA,NA
"10277",2006,"17","027",1572,37051,0.0424280046422499,18.7110326683728,0
"10278",2007,"17","027",1322,37160,0.0355758880516685,-16.1499854833099,0
"10279",2008,"17","027",1399,37472,0.0373345431255337,4.94339051019921,0
"10280",2009,"17","027",1254,37459,0.0334766010838517,-10.3334384693288,0
"10281",2010,"17","027",1470,37843,0.0388447004730069,16.0353775931711,0
"10282",2011,"17","027",1225,38031,0.0322105650653414,-17.0786113083187,0
"10283",2012,"17","027",1416,37918,0.0373437417585316,15.9363136994869,0
"10284",2013,"17","027",1526,37731,0.0404441970793247,8.30247633148543,0
"10285",2014,"17","027",1367,37646,0.0363119587738405,-10.2171352230815,0
"10286",2015,"17","027",1003,37665,0.0266294968803929,-26.6646642604775,0
"10287",2016,"17","027",1392,37599,0.0370222612303519,39.0272651287341,0
"10288",2017,"17","027",1997,37645,0.0530482135741798,43.2873406735336,0
"10289",2018,"17","027",1546,37697,0.0410112210520731,-22.6906651724941,0
"10290",2019,"17","027",1293,37562,0.0344230871625579,-16.0642227188263,0
"10291",2020,"17","027",1494,36913,0.0404735459052366,17.576746426334,0
"10292",2021,"17","027",1453,36886,0.0393916391042672,-2.67312086641128,0
"10293",2005,"17","029",2080,53016,0.0392334389618228,NA,NA
"10294",2006,"17","029",2241,53359,0.0419985382034896,7.04781256712514,0
"10295",2007,"17","029",1956,53492,0.0365662155088611,-12.9345518367996,0
"10296",2008,"17","029",2065,53454,0.0386313465783664,5.64764781032607,0
"10297",2009,"17","029",2033,53612,0.0379206147877341,-1.83978000660833,0
"10298",2010,"17","029",1993,53866,0.0369992202873798,-2.42979842365935,0
"10299",2011,"17","029",1939,53624,0.0361591824556169,-2.27042036355949,0
"10300",2012,"17","029",1990,53318,0.0373232304287483,3.21923200160892,0
"10301",2013,"17","029",1975,53053,0.0372269240193768,-0.258033423862571,0
"10302",2014,"17","029",1715,52523,0.0326523618224397,-12.2883163662839,0
"10303",2015,"17","029",1247,52179,0.0238985032292685,-26.8092661742934,0
"10304",2016,"17","029",1798,51783,0.0347218199022845,45.2886800867125,0
"10305",2017,"17","029",2133,51353,0.0415360348957218,19.6251665742581,0
"10306",2018,"17","029",1736,50829,0.0341537311377363,-17.7732510494058,0
"10307",2019,"17","029",1731,50621,0.0341952944430177,0.121694772128333,0
"10308",2020,"17","029",2085,46761,0.0445884390838519,30.3934936374158,0
"10309",2021,"17","029",1797,46809,0.0383900531948984,-13.9013296188659,0
"10310",2005,"17","031",107743,5207615,0.0206895094971498,NA,NA
"10311",2006,"17","031",115732,5165495,0.0224048227710994,8.29073919894443,0
"10312",2007,"17","031",116866,5154235,0.022673781851235,1.20045171918303,0
"10313",2008,"17","031",121914,5161831,0.0236183633288265,4.16596350705444,0
"10314",2009,"17","031",119646,5181728,0.0230899807940517,-2.2371682890064,0
"10315",2010,"17","031",109897,5199016,0.0211380384288104,-8.45363355929766,0
"10316",2011,"17","031",112989,5219780,0.0216463145956343,2.4045569248808,0
"10317",2012,"17","031",133247,5239351,0.0254319666691543,17.4886679060068,0
"10318",2013,"17","031",135051,5252875,0.0257099207576803,1.09293194719065,0
"10319",2014,"17","031",123284,5254675,0.0234617745150747,-8.74427526943683,0
"10320",2015,"17","031",97650,5244088,0.0186209689845022,-20.632734013628,0
"10321",2016,"17","031",120942,5224272,0.0231500197539485,24.3223151986116,0
"10322",2017,"17","031",150403,5200821,0.0289190879670729,24.9203597856128,0
"10323",2018,"17","031",122362,5171960,0.0236587289924903,-18.1899200298849,0
"10324",2019,"17","031",117080,5150233,0.0227329520819738,-3.91304583948854,0
"10325",2020,"17","031",114990,5261249,0.021856026962419,-3.85750656752639,0
"10326",2021,"17","031",108046,5177606,0.0208679455331286,-4.52086479848032,0
"10327",2005,"17","033",586,20051,0.0292254750386514,NA,NA
"10328",2006,"17","033",547,19966,0.0273965741760994,-6.25789952133645,0
"10329",2007,"17","033",585,19886,0.0294176807804486,7.37722385053674,0
"10330",2008,"17","033",657,19831,0.0331299480611164,12.6191704518566,0
"10331",2009,"17","033",644,19845,0.0324514991181658,-2.04784185504631,0
"10332",2010,"17","033",544,19801,0.0274733599313166,-15.3402441246929,0
"10333",2011,"17","033",515,19776,0.0260416666666667,-5.21120557598039,0
"10334",2012,"17","033",512,19588,0.0261384521135389,0.371656115989372,0
"10335",2013,"17","033",561,19435,0.0288654489323386,10.4328932981734,0
"10336",2014,"17","033",545,19285,0.0282603059372569,-2.09642675747086,0
"10337",2015,"17","033",407,19255,0.0211373669176837,-25.2047484389852,0
"10338",2016,"17","033",491,19133,0.0256624679872472,21.4080641509691,0
"10339",2017,"17","033",608,18975,0.0320421607378129,24.860012504394,0
"10340",2018,"17","033",486,18830,0.0258098778544875,-19.4502578472203,0
"10341",2019,"17","033",463,18667,0.0248031285155622,-3.90063581316119,0
"10342",2020,"17","033",531,18648,0.0284749034749035,14.8036767097242,0
"10343",2021,"17","033",594,18691,0.0317800010700337,11.6070546052709,0
"10344",2005,"17","035",486,11057,0.0439540562539568,NA,NA
"10345",2006,"17","035",553,11103,0.0498063586418085,13.3145900210858,0
"10346",2007,"17","035",512,11077,0.046221901236797,-7.19678672112898,0
"10347",2008,"17","035",526,11100,0.0473873873873874,2.52150197072072,0
"10348",2009,"17","035",497,11044,0.0450018109380659,-5.0342012523704,0
"10349",2010,"17","035",486,11053,0.0439699629059984,-2.2929033533509,0
"10350",2011,"17","035",452,11080,0.0407942238267148,-7.22251935047765,0
"10351",2012,"17","035",486,10950,0.0443835616438356,8.79864225966785,0
"10352",2013,"17","035",552,10904,0.0506236243580337,14.0594005597674,0
"10353",2014,"17","035",421,10923,0.0385425249473588,-23.8645485460145,0
"10354",2015,"17","035",310,10860,0.0285451197053407,-25.9386359759058,0
"10355",2016,"17","035",434,10868,0.0399337504600663,39.8969451601031,0
"10356",2017,"17","035",501,10880,0.0460477941176471,15.310466928707,0
"10357",2018,"17","035",379,10804,0.0350796001480933,-23.8191517742006,0
"10358",2019,"17","035",397,10766,0.0368753483187814,5.11906681691655,0
"10359",2020,"17","035",439,10429,0.0420941605139515,14.1525773534513,0
"10360",2021,"17","035",436,10343,0.0421541138934545,0.142426832536919,0
"10361",2005,"17","037",6669,98438,0.0677482273105914,NA,NA
"10362",2006,"17","037",6681,101437,0.0658635409170224,-2.78189772394887,0
"10363",2007,"17","037",6358,103746,0.0612842904786691,-6.95263323926429,0
"10364",2008,"17","037",5498,104601,0.052561638990067,-14.2330953340124,0
"10365",2009,"17","037",4988,105146,0.0474387993837141,-9.74634677453846,0
"10366",2010,"17","037",4362,105145,0.0414855675495744,-12.549288581244,0
"10367",2011,"17","037",4107,104450,0.0393202489229296,-5.21945041262182,0
"10368",2012,"17","037",5526,104365,0.0529487855123844,34.6603517596434,0
"10369",2013,"17","037",5029,104202,0.048262029519587,-8.85148912754809,0
"10370",2014,"17","037",4969,104560,0.0475229533282326,-1.53138232832585,0
"10371",2015,"17","037",3445,104195,0.0330630068621335,-30.4272892432144,0
"10372",2016,"17","037",5051,104080,0.0485299769408148,46.7802887474076,0
"10373",2017,"17","037",6924,104309,0.0663796987795876,36.7808166497619,0
"10374",2018,"17","037",5321,104349,0.0509923430028079,-23.1808159116134,0
"10375",2019,"17","037",5048,104897,0.0481233972372899,-5.62622856015852,0
"10376",2020,"17","037",5274,100253,0.0526069045315352,9.31668907774265,0
"10377",2021,"17","037",5084,100472,0.0506011625129389,-3.81269728081786,0
"10378",2005,"17","039",758,16716,0.0453457765015554,NA,NA
"10379",2006,"17","039",888,16792,0.052882324916627,16.6201772171948,0
"10380",2007,"17","039",740,16742,0.0442002150280731,-16.4177915820491,0
"10381",2008,"17","039",723,16733,0.0432080320325106,-2.24474698806857,0
"10382",2009,"17","039",707,16538,0.0427500302334019,-1.05999226894697,0
"10383",2010,"17","039",744,16590,0.0448462929475588,4.90353504479872,0
"10384",2011,"17","039",685,16548,0.0413947304810249,-7.6964275967469,0
"10385",2012,"17","039",836,16491,0.0506943181129101,22.4656315521804,0
"10386",2013,"17","039",758,16373,0.046295730776278,-8.67668705363626,0
"10387",2014,"17","039",744,16217,0.0458777825738423,-0.902779144918291,0
"10388",2015,"17","039",431,16184,0.0266312407315868,-41.9517700343895,0
"10389",2016,"17","039",714,16137,0.0442461424056516,66.1437514369062,0
"10390",2017,"17","039",861,15906,0.0541305167861184,22.3395167195509,0
"10391",2018,"17","039",617,15794,0.0390654678992022,-27.8309718461428,0
"10392",2019,"17","039",591,15638,0.0377925565929147,-3.25840537625693,0
"10393",2020,"17","039",615,15450,0.0398058252427184,5.32715653902387,0
"10394",2021,"17","039",693,15379,0.0450614474283113,13.2031484174651,0
"10395",2005,"17","041",919,20101,0.0457191184518183,NA,NA
"10396",2006,"17","041",899,20111,0.0447019044304112,-2.22492046183939,0
"10397",2007,"17","041",903,20061,0.0450127112307462,0.695287604175445,0
"10398",2008,"17","041",870,19970,0.0435653480220331,-3.21545441085215,0
"10399",2009,"17","041",813,19949,0.0407539225023811,-6.45335260085633,0
"10400",2010,"17","041",820,19983,0.0410348796477005,0.68939902730358,0
"10401",2011,"17","041",758,19871,0.0381460419707111,-7.03995649991223,0
"10402",2012,"17","041",864,19888,0.0434432823813355,13.8867367017833,0
"10403",2013,"17","041",991,19861,0.0498967826393434,14.855001519822,0
"10404",2014,"17","041",785,19906,0.0394353461267959,-20.966154447599,0
"10405",2015,"17","041",612,19835,0.0308545500378119,-21.7591499295943,0
"10406",2016,"17","041",802,19727,0.0406549399300451,31.7631917503995,0
"10407",2017,"17","041",1108,19629,0.0564470935860207,38.8443659814751,0
"10408",2018,"17","041",929,19458,0.0477438585671703,-15.4183935185031,0
"10409",2019,"17","041",848,19465,0.0435653737477524,-8.75187918366354,0
"10410",2020,"17","041",856,19758,0.043324223099504,-0.553537425489945,0
"10411",2021,"17","041",846,19740,0.0428571428571429,-1.0781041388518,0
"10412",2005,"17","043",48366,911378,0.0530690887864311,NA,NA
"10413",2006,"17","043",49701,908685,0.0546955215503722,3.06474597761889,0
"10414",2007,"17","043",44781,907426,0.0493494786351725,-9.77418765497338,0
"10415",2008,"17","043",45967,909798,0.050524402120031,2.38082248759806,0
"10416",2009,"17","043",45292,912732,0.0496224521546303,-1.78517691957639,0
"10417",2010,"17","043",41505,917983,0.0452132555831644,-8.8854870729206,0
"10418",2011,"17","043",41814,924831,0.0452125847857609,-0.00148362995515655,0
"10419",2012,"17","043",46877,928666,0.0504777821089606,11.645424273239,0
"10420",2013,"17","043",51386,932231,0.0551215310368353,9.19958986678687,0
"10421",2014,"17","043",46435,933425,0.0497468998580497,-9.75051142029057,0
"10422",2015,"17","043",33839,933609,0.0362453661007981,-27.1404525624261,0
"10423",2016,"17","043",47025,931256,0.0504963189498913,39.3179994636044,0
"10424",2017,"17","043",63101,930265,0.0678312093865726,34.3290180297758,0
"10425",2018,"17","043",46164,927247,0.0497860872022234,-26.6029786989488,0
"10426",2019,"17","043",43130,922921,0.0467320604905512,-6.13429751823472,0
"10427",2020,"17","043",47333,931244,0.0508277100308834,8.76411075681186,0
"10428",2021,"17","043",46506,926448,0.0501981762602974,-1.23856410254075,0
"10429",2005,"17","045",653,18987,0.0343919523884763,NA,NA
"10430",2006,"17","045",787,18986,0.0414515959127778,20.527021683907,0
"10431",2007,"17","045",698,18929,0.0368746368006762,-11.0416957690421,0
"10432",2008,"17","045",634,18768,0.0337809036658142,-8.38986740828135,0
"10433",2009,"17","045",613,18668,0.0328369402185558,-2.79437002809851,0
"10434",2010,"17","045",620,18508,0.0334990274475902,2.01628782897463,0
"10435",2011,"17","045",561,18391,0.0305040508944592,-8.94048807183036,0
"10436",2012,"17","045",517,18158,0.0284722987113118,-6.66059793231094,0
"10437",2013,"17","045",558,17941,0.0311019452650354,9.23580698694636,0
"10438",2014,"17","045",592,17807,0.0332453529510867,6.89155507086839,0
"10439",2015,"17","045",368,17603,0.020905527466909,-37.1174446616133,0
"10440",2016,"17","045",564,17519,0.0321936183572122,53.9957238972842,0
"10441",2017,"17","045",701,17390,0.0403105232892467,25.212776153247,0
"10442",2018,"17","045",517,17360,0.0297811059907834,-26.1207655949039,0
"10443",2019,"17","045",445,17161,0.0259308898082862,-12.9283854793329,0
"10444",2020,"17","045",573,16796,0.0341152655394141,31.5622633532328,0
"10445",2021,"17","045",530,16589,0.0319488817891374,-6.35018873815856,0
"10446",2005,"17","047",276,6796,0.0406121247792819,NA,NA
"10447",2006,"17","047",223,6694,0.0333134149985061,-17.9717506051277,0
"10448",2007,"17","047",234,6728,0.0347800237812128,4.40245703651963,0
"10449",2008,"17","047",255,6710,0.0380029806259314,9.26668959455843,0
"10450",2009,"17","047",226,6675,0.0338576779026217,-10.9078357934934,0
"10451",2010,"17","047",257,6734,0.0381645381645382,12.7204832957045,0
"10452",2011,"17","047",199,6669,0.0298395561553456,-21.8133964396508,0
"10453",2012,"17","047",329,6721,0.048951048951049,64.0475102786661,0
"10454",2013,"17","047",283,6687,0.0423209211903694,-13.5444038539597,0
"10455",2014,"17","047",242,6628,0.0365117682558841,-13.7264330999657,0
"10456",2015,"17","047",144,6511,0.0221164183689141,-39.426602913569,0
"10457",2016,"17","047",252,6536,0.0385556915544676,74.3306303549572,0
"10458",2017,"17","047",288,6448,0.0446650124069479,15.8454448777029,0
"10459",2018,"17","047",238,6387,0.0372631908564271,-16.5718560269993,0
"10460",2019,"17","047",235,6395,0.0367474589523065,-1.3840250721086,0
"10461",2020,"17","047",212,6208,0.0341494845360825,-7.06980697521387,0
"10462",2021,"17","047",242,6086,0.0397633913900756,16.4392140328251,0
"10463",2005,"17","049",1248,34365,0.0363160192055871,NA,NA
"10464",2006,"17","049",1202,34289,0.0350549738983347,-3.47242163331142,0
"10465",2007,"17","049",1062,34191,0.031060805475125,-11.3940133996204,0
"10466",2008,"17","049",1260,34173,0.0368712141164077,18.7065613798583,0
"10467",2009,"17","049",1226,34275,0.0357695113056163,-2.98797540898196,0
"10468",2010,"17","049",1202,34224,0.0351215521271622,-1.81148457108604,0
"10469",2011,"17","049",1159,34270,0.0338196673475343,-3.70679739583916,0
"10470",2012,"17","049",1310,34273,0.0382225075132028,13.0185791611269,0
"10471",2013,"17","049",1248,34217,0.0364730981675775,-4.57690889332944,0
"10472",2014,"17","049",1281,34122,0.0375417619131352,2.93000539917852,0
"10473",2015,"17","049",874,34202,0.0255540611660137,-31.9316412875317,0
"10474",2016,"17","049",1186,34170,0.034708808896693,35.8250208106057,0
"10475",2017,"17","049",1614,34123,0.0472994754271313,36.2751328284212,0
"10476",2018,"17","049",1271,34181,0.0371844006904421,-21.3851731871156,0
"10477",2019,"17","049",1045,34008,0.0307280639849447,-17.363024778175,0
"10478",2020,"17","049",1181,34695,0.0340394869577749,10.7765428191396,0
"10479",2021,"17","049",1100,34531,0.0318554342474878,-6.4162327505006,0
"10480",2005,"17","051",802,21848,0.0367081655071402,NA,NA
"10481",2006,"17","051",774,21925,0.0353021664766249,-3.83020783275561,0
"10482",2007,"17","051",644,21890,0.029419826404751,-16.6628302423558,0
"10483",2008,"17","051",860,22006,0.0390802508406798,32.8364426867207,0
"10484",2009,"17","051",713,22089,0.0322785096654443,-17.4045484072363,0
"10485",2010,"17","051",700,22131,0.0316298404952329,-2.00960074345017,0
"10486",2011,"17","051",710,22378,0.0317275895969256,0.309040767079913,0
"10487",2012,"17","051",733,22163,0.0330731399178812,4.24094719469641,0
"10488",2013,"17","051",706,22195,0.0318089659833296,-3.82235837809912,0
"10489",2014,"17","051",774,22076,0.0350606994020656,10.2226945083351,0
"10490",2015,"17","051",515,22036,0.0233708477037575,-33.3417527250452,0
"10491",2016,"17","051",560,21570,0.0259619842373667,11.0870455640025,0
"10492",2017,"17","051",902,21514,0.0419261875987729,61.4906904474163,0
"10493",2018,"17","051",689,21368,0.032244477723699,-23.0922734204368,0
"10494",2019,"17","051",632,21336,0.0296212973378328,-8.13528570176914,0
"10495",2020,"17","051",807,21483,0.0375645859516827,26.8161401685289,0
"10496",2021,"17","051",651,21447,0.0303538956497412,-19.1954473056517,0
"10497",2005,"17","053",722,14092,0.0512347431166619,NA,NA
"10498",2006,"17","053",811,14096,0.0575340522133939,12.2949949849233,0
"10499",2007,"17","053",820,14213,0.0576936607331316,0.27741574528035,0
"10500",2008,"17","053",715,14095,0.0507272082298687,-12.0749011498629,0
"10501",2009,"17","053",716,14084,0.0508378301618858,0.218072186263041,0
"10502",2010,"17","053",693,14081,0.049215254598395,-3.19166958606212,0
"10503",2011,"17","053",676,13881,0.0486996614076796,-1.04762881940319,0
"10504",2012,"17","053",723,13879,0.0520930902802796,6.96807487878115,0
"10505",2013,"17","053",681,13672,0.0498098303101229,-4.38303805336163,0
"10506",2014,"17","053",657,13540,0.0485228951255539,-2.58369718699367,0
"10507",2015,"17","053",382,13529,0.0282356419543203,-41.8096511321922,0
"10508",2016,"17","053",677,13352,0.0507040143798682,79.5745053783342,0
"10509",2017,"17","053",923,13298,0.0694089336742367,36.8904109923794,0
"10510",2018,"17","053",609,13212,0.046094459582198,-33.5900191198192,0
"10511",2019,"17","053",660,12961,0.0509219967595093,10.4731397679207,0
"10512",2020,"17","053",692,13517,0.0511947917437301,0.535711483406969,0
"10513",2021,"17","053",588,13491,0.0435846119635312,-14.8651445215243,0
"10514",2005,"17","055",1511,39587,0.0381690959153257,NA,NA
"10515",2006,"17","055",1531,39560,0.0387007077856421,1.39278088088765,0
"10516",2007,"17","055",1466,39473,0.0371393104147139,-4.03454474160157,0
"10517",2008,"17","055",1549,39546,0.0391695746725332,5.46661807973431,0
"10518",2009,"17","055",1511,39482,0.038270604326022,-2.29507303570913,0
"10519",2010,"17","055",1476,40035,0.036867740726864,-3.66564266194281,0
"10520",2011,"17","055",1457,40033,0.0363949741463293,-1.28233130431622,0
"10521",2012,"17","055",1589,39865,0.0398595258999122,9.5193136823051,0
"10522",2013,"17","055",1506,39555,0.0380735684489951,-4.48062893523043,0
"10523",2014,"17","055",1420,39446,0.0359985803376768,-5.44994387405001,0
"10524",2015,"17","055",1058,39383,0.0268643831094635,-25.3737706946552,0
"10525",2016,"17","055",1243,39075,0.0318106206014075,18.4118781800788,0
"10526",2017,"17","055",1859,38995,0.047672778561354,49.8643461210707,0
"10527",2018,"17","055",1496,38695,0.0386613257526812,-18.9027220158255,0
"10528",2019,"17","055",1387,38469,0.0360550053289662,-6.74141502644744,0
"10529",2020,"17","055",1406,37685,0.0373092742470479,3.47876503314244,0
"10530",2021,"17","055",1433,37498,0.0382153714864793,2.42861127083723,0
"10531",2005,"17","057",1171,37452,0.0312666880273417,NA,NA
"10532",2006,"17","057",1307,37387,0.0349586754754326,11.8080541337236,0
"10533",2007,"17","057",1136,37272,0.0304786434857266,-12.8152223411738,0
"10534",2008,"17","057",1240,37224,0.0333118418224801,9.29568383868653,0
"10535",2009,"17","057",1177,37090,0.0317336209220814,-4.73771732229364,0
"10536",2010,"17","057",1165,37076,0.0314219441147912,-0.982165911843066,0
"10537",2011,"17","057",1140,36910,0.030885938769981,-1.70583125872816,0
"10538",2012,"17","057",1095,36587,0.0299286631863777,-3.09938963077193,0
"10539",2013,"17","057",1164,36323,0.0320458111940093,7.0739812013898,0
"10540",2014,"17","057",1061,35995,0.0294763161550215,-8.01819315302001,0
"10541",2015,"17","057",786,35713,0.0220087923165234,-25.3339793182602,0
"10542",2016,"17","057",1093,35473,0.0308121670002537,39.9993536997533,0
"10543",2017,"17","057",1371,35104,0.0390553783044667,26.7531047204344,0
"10544",2018,"17","057",896,34830,0.0257249497559575,-34.1321198954681,0
"10545",2019,"17","057",896,34340,0.0260920209668026,1.42690739662201,0
"10546",2020,"17","057",997,33488,0.0297718585762064,14.1033061949696,0
"10547",2021,"17","057",1147,33313,0.0344310029117762,15.6494910240282,0
"10548",2005,"17","059",227,6030,0.0376451077943615,NA,NA
"10549",2006,"17","059",242,5980,0.0404682274247492,7.49930016354073,0
"10550",2007,"17","059",211,5883,0.0358660547339793,-11.3723110292579,0
"10551",2008,"17","059",226,5796,0.038992408557626,8.71674859929549,0
"10552",2009,"17","059",213,5631,0.0378263185935003,-2.99055638587277,0
"10553",2010,"17","059",216,5573,0.0387582989413242,2.46384100403606,0
"10554",2011,"17","059",207,5490,0.0377049180327869,-2.71782027929569,0
"10555",2012,"17","059",243,5390,0.0450834879406308,19.5692506251512,0
"10556",2013,"17","059",230,5386,0.0427033048644634,-5.2795007327334,0
"10557",2014,"17","059",151,5278,0.02860932171277,-33.0044318500091,0
"10558",2015,"17","059",115,5221,0.0220264317180617,-23.0095982728944,0
"10559",2016,"17","059",156,5157,0.0302501454333915,37.3356602675974,0
"10560",2017,"17","059",275,5071,0.0542299349240781,79.2716502586351,0
"10561",2018,"17","059",128,5045,0.0253716551040634,-53.214667988107,0
"10562",2019,"17","059",116,4828,0.024026512013256,-5.30175538525269,0
"10563",2020,"17","059",149,4938,0.0301741595787768,25.5869331433918,0
"10564",2021,"17","059",119,4907,0.0242510699001427,-19.6296757269098,0
"10565",2005,"17","061",536,14382,0.0372688082325129,NA,NA
"10566",2006,"17","061",451,14167,0.0318345450695278,-14.5812635839648,0
"10567",2007,"17","061",422,14001,0.0301407042354118,-5.32076343612454,0
"10568",2008,"17","061",500,13956,0.0358268844941244,18.8654525597715,0
"10569",2009,"17","061",514,13926,0.0369093781416056,3.02145626884963,0
"10570",2010,"17","061",490,13890,0.0352771778257739,-4.42218319032533,0
"10571",2011,"17","061",504,13856,0.0363741339491917,3.1095348069944,0
"10572",2012,"17","061",443,13656,0.0324399531341535,-10.8158748756288,0
"10573",2013,"17","061",518,13633,0.037996039022959,17.1272932048596,0
"10574",2014,"17","061",325,13415,0.0242266120014909,-36.2391116956902,0
"10575",2015,"17","061",291,13345,0.0218059198201574,-9.99187249618122,0
"10576",2016,"17","061",362,13123,0.0275851558332698,26.5030599982769,0
"10577",2017,"17","061",605,13156,0.0459866220735786,66.7078567601027,0
"10578",2018,"17","061",365,13065,0.0279372368924608,-39.2492085029398,0
"10579",2019,"17","061",354,12969,0.0272958593569281,-2.29578013746162,0
"10580",2020,"17","061",395,11936,0.033093163538874,21.2387677784341,0
"10581",2021,"17","061",411,11851,0.034680617669395,4.79692468402495,0
"10582",2005,"17","063",4504,44181,0.101944274688214,NA,NA
"10583",2006,"17","063",4479,46534,0.0962522026905059,-5.5835131645373,0
"10584",2007,"17","063",3783,48175,0.0785262065386611,-18.4161979220796,0
"10585",2008,"17","063",3406,49166,0.0692755156002115,-11.7803868876503,0
"10586",2009,"17","063",2799,49702,0.0563156412216812,-18.7077270609166,0
"10587",2010,"17","063",2445,50154,0.0487498504605814,-13.4346170921109,0
"10588",2011,"17","063",2477,50099,0.049442104632827,1.42001291430696,0
"10589",2012,"17","063",3071,50160,0.0612240829346093,23.8298478377468,0
"10590",2013,"17","063",3220,50187,0.0641600414449957,4.79543076786016,0
"10591",2014,"17","063",2728,50287,0.0542486129616004,-15.447977058887,0
"10592",2015,"17","063",2006,50363,0.0398308281873598,-26.5772413101994,0
"10593",2016,"17","063",2824,50317,0.056124172744798,40.9063664978196,0
"10594",2017,"17","063",4282,50622,0.0845877286555253,50.7153237521269,0
"10595",2018,"17","063",3223,50973,0.0632295529005552,-25.2497331403105,0
"10596",2019,"17","063",2930,51054,0.0573902142829161,-9.23514140108334,0
"10597",2020,"17","063",3263,52517,0.0621322619342308,8.26281572662867,0
"10598",2021,"17","063",3297,52929,0.0622909935951936,0.255473816695694,0
"10599",2005,"17","065",255,8471,0.0301027033408098,NA,NA
"10600",2006,"17","065",325,8497,0.0382487936918913,27.0609926917689,0
"10601",2007,"17","065",280,8416,0.0332699619771863,-13.0169640245686,0
"10602",2008,"17","065",319,8454,0.0377336172226165,13.4164723376931,0
"10603",2009,"17","065",294,8448,0.0348011363636364,-7.77153391279568,0
"10604",2010,"17","065",279,8446,0.0330333885863131,-5.07956912341065,0
"10605",2011,"17","065",273,8425,0.0324035608308605,-1.90663986471397,0
"10606",2012,"17","065",373,8388,0.0444682880305198,37.2327203872268,0
"10607",2013,"17","065",339,8348,0.0406085289889794,-8.67980129770531,0
"10608",2014,"17","065",258,8314,0.0310319942266057,-23.5825699694087,0
"10609",2015,"17","065",264,8248,0.032007759456838,3.1443845442447,0
"10610",2016,"17","065",297,8186,0.0362814561446372,13.3520645003665,0
"10611",2017,"17","065",334,8181,0.0408263048527075,12.5266436108631,0
"10612",2018,"17","065",230,8148,0.0282277859597447,-30.8588272644696,0
"10613",2019,"17","065",248,8116,0.0305569245933958,8.2512267769516,0
"10614",2020,"17","065",254,7997,0.0317619107165187,3.94341426422005,0
"10615",2021,"17","065",239,7923,0.0301653414110817,-5.0266790297559,0
"10616",2005,"17","067",680,19479,0.0349093895990554,NA,NA
"10617",2006,"17","067",829,19412,0.0427055429631156,22.3325399086072,0
"10618",2007,"17","067",768,19359,0.0396714706338137,-7.1046335411831,0
"10619",2008,"17","067",775,19192,0.0403814089203835,1.78954365751354,0
"10620",2009,"17","067",751,19080,0.0393605870020964,-2.52795022655034,0
"10621",2010,"17","067",727,19091,0.0380807710439474,-3.25151644227476,0
"10622",2011,"17","067",686,18999,0.0361071635349229,-5.18268788924169,0
"10623",2012,"17","067",719,18829,0.0381857772584843,5.75679039853387,0
"10624",2013,"17","067",762,18544,0.0410914581535807,7.60932761804875,0
"10625",2014,"17","067",749,18324,0.0408753547260423,-0.525908393736316,0
"10626",2015,"17","067",630,18216,0.0345849802371542,-15.3891618336966,0
"10627",2016,"17","067",777,18205,0.0426805822576215,23.4078549848942,0
"10628",2017,"17","067",917,17958,0.0510635928277091,19.6412750873159,0
"10629",2018,"17","067",667,17828,0.0374130581108369,-26.7324212045356,0
"10630",2019,"17","067",668,17708,0.0377230630223628,0.828600833985529,0
"10631",2020,"17","067",713,17547,0.0406337265629452,7.71587275099315,0
"10632",2021,"17","067",680,17388,0.0391074304117782,-3.75622981269668,0
"10633",2005,"17","069",138,4615,0.0299024918743229,NA,NA
"10634",2006,"17","069",136,4508,0.0301685891748004,0.889883363553357,0
"10635",2007,"17","069",133,4462,0.0298072613177947,-1.19769557307458,0
"10636",2008,"17","069",169,4386,0.038531691746466,29.2694801298732,0
"10637",2009,"17","069",137,4344,0.0315377532228361,-18.1511327601425,0
"10638",2010,"17","069",135,4319,0.0312572354711739,-0.889466506000475,0
"10639",2011,"17","069",139,4294,0.0323707498835585,3.56242129413996,0
"10640",2012,"17","069",119,4281,0.0277972436346648,-14.1285149875895,0
"10641",2013,"17","069",145,4177,0.034713909504429,24.8825601583703,0
"10642",2014,"17","069",110,4149,0.0265124126295493,-23.6259672043949,0
"10643",2015,"17","069",62,4067,0.0152446520776985,-42.4999441178443,0
"10644",2016,"17","069",70,3991,0.0175394637935355,15.0532245940463,0
"10645",2017,"17","069",134,3922,0.0341662417134115,94.7963866831791,0
"10646",2018,"17","069",84,3893,0.0215771898278962,-36.8464638022321,0
"10647",2019,"17","069",97,3821,0.0253860246008898,17.652135441981,0
"10648",2020,"17","069",107,3641,0.0293875308981049,15.7626345996483,0
"10649",2021,"17","069",90,3650,0.0246575342465753,-16.0952502880553,0
"10650",2005,"17","071",283,7786,0.0363472900077061,NA,NA
