"","Year","y2_statefips","y2_countyfips","n2","pop_estimate","inflow_per_Capita","percentage_change","data_issue_inflow"
"28434",2010,"31","049",127,1925,0.065974025974026,33.3912337662338,0
"28435",2011,"31","049",138,1957,0.0705160960654062,6.88463379992677,0
"28436",2012,"31","049",123,1959,0.0627871362940276,-10.9605610670928,0
"28437",2013,"31","049",110,1920,0.0572916666666667,-8.7525406504065,0
"28438",2014,"31","049",66,1926,0.0342679127725857,-40.1869158878505,0
"28439",2015,"31","049",52,1910,0.0272251308900524,-20.552118039029,0
"28440",2016,"31","049",69,1861,0.0370768404083826,36.1860868846361,0
"28441",2017,"31","049",139,1861,0.0746910263299301,101.449275362319,0
"28442",2018,"31","049",115,1821,0.0631521142229544,-15.448860022361,0
"28443",2019,"31","049",145,1794,0.08082497212932,27.9845863021667,0
"28444",2020,"31","049",132,1831,0.0720917531403605,-10.8050999077195,0
"28445",2021,"31","049",120,1857,0.0646203554119548,-10.3637342732658,0
"28446",2005,"31","051",253,5961,0.0424425431974501,NA,NA
"28447",2006,"31","051",281,5987,0.0469350258894271,10.5848574414525,0
"28448",2007,"31","051",223,5993,0.037210078424829,-20.7200215197683,0
"28449",2008,"31","051",261,6004,0.043471019320453,16.8259277073879,0
"28450",2009,"31","051",230,6013,0.0382504573424247,-12.0092927647823,0
"28451",2010,"31","051",242,5988,0.0404141616566466,5.65667567018096,0
"28452",2011,"31","051",281,5998,0.0468489496498833,15.9221117783063,0
"28453",2012,"31","051",364,5888,0.061820652173913,31.9573920779824,0
"28454",2013,"31","051",258,5815,0.0443680137575236,-28.2310810427749,0
"28455",2014,"31","051",266,5760,0.0461805555555556,4.08524440137813,0
"28456",2015,"31","051",249,5769,0.0431617264690588,-6.53701336023366,0
"28457",2016,"31","051",275,5742,0.0478927203065134,10.9610857221991,0
"28458",2017,"31","051",351,5746,0.0610859728506787,27.5475113122172,0
"28459",2018,"31","051",209,5700,0.0366666666666667,-39.9753086419753,0
"28460",2019,"31","051",183,5636,0.0324698367636622,-11.4458997354668,0
"28461",2020,"31","051",305,5582,0.0546399140093157,68.2789919980891,0
"28462",2021,"31","051",243,5546,0.0438153624233682,-19.8107039189373,0
"28463",2005,"31","053",1501,36442,0.0411887382690302,NA,NA
"28464",2006,"31","053",1568,36597,0.0428450419433287,4.02125373076509,0
"28465",2007,"31","053",1634,36647,0.0445875515048981,4.06700398117062,0
"28466",2008,"31","053",1574,36548,0.0430666520739849,-3.4110404800903,0
"28467",2009,"31","053",1668,36604,0.0455687902961425,5.80992044113189,0
"28468",2010,"31","053",1578,36673,0.0430289313664003,-5.57368083119195,0
"28469",2011,"31","053",1670,36930,0.0452206877877065,5.09368081359693,0
"28470",2012,"31","053",1843,36590,0.0503689532659196,11.38475713236,0
"28471",2013,"31","053",1912,36497,0.0523878674959586,4.00825131183528,0
"28472",2014,"31","053",1821,36614,0.0497350740154039,-5.06375542153777,0
"28473",2015,"31","053",1221,36567,0.0333907621626056,-32.8627476209971,0
"28474",2016,"31","053",1645,36677,0.0448509965373395,34.3215716937668,0
"28475",2017,"31","053",2033,36789,0.055261083476039,23.2103804650871,0
"28476",2018,"31","053",1433,36725,0.0390197413206263,-29.3901985516714,0
"28477",2019,"31","053",1510,36565,0.0412963216190346,5.8344320627387,0
"28478",2020,"31","053",1673,37110,0.0450821880894638,9.16756341001604,0
"28479",2021,"31","053",1531,37120,0.0412446120689655,-8.5123996485768,0
"28480",2005,"31","055",21720,488114,0.0444978017430354,NA,NA
"28481",2006,"31","055",21398,493757,0.043337107119494,-2.60843137879973,0
"28482",2007,"31","055",20768,498743,0.0416406846812888,-3.91448010945372,0
"28483",2008,"31","055",22078,504547,0.0437580641644881,5.0848815272983,0
"28484",2009,"31","055",22216,511902,0.043398931826795,-0.820722636045275,0
"28485",2010,"31","055",21233,518574,0.0409449760304219,-5.65441519659244,0
"28486",2011,"31","055",20883,524167,0.039840356222349,-2.69781525150283,0
"28487",2012,"31","055",23572,530755,0.0444122052547786,11.4754220743261,0
"28488",2013,"31","055",24983,536734,0.0465463339382264,4.80527519677305,0
"28489",2014,"31","055",24795,543005,0.0456625629598254,-1.89869083905481,0
"28490",2015,"31","055",18566,549029,0.033816064360899,-25.9435691539022,0
"28491",2016,"31","055",26530,555607,0.0477495783890412,41.2038310533065,0
"28492",2017,"31","055",34094,560733,0.0608025566535232,27.3363215024276,0
"28493",2018,"31","055",26154,566391,0.0461765811956758,-24.0548691746499,0
"28494",2019,"31","055",22990,571327,0.0402396525982493,-12.8570120257894,0
"28495",2020,"31","055",24242,585386,0.0414119914039625,2.9133919654271,0
"28496",2021,"31","055",22573,585467,0.0385555462562365,-6.89762808038427,0
"28497",2005,"31","057",80,2091,0.038259206121473,NA,NA
"28498",2006,"31","057",64,2051,0.0312042905899561,-18.4397854705022,0
"28499",2007,"31","057",68,2010,0.0338308457711443,8.41728855721393,0
"28500",2008,"31","057",101,1973,0.0511910795742524,51.3148087415402,0
"28501",2009,"31","057",94,1997,0.0470706059088633,-8.04920251664627,0
"28502",2010,"31","057",87,2008,0.0433266932270916,-7.95382300584893,0
"28503",2011,"31","057",78,1976,0.0394736842105263,-8.89292196007261,0
"28504",2012,"31","057",64,1979,0.0323395654370894,-18.0731008927067,0
"28505",2013,"31","057",27,1955,0.0138107416879795,-57.2945971867008,0
"28506",2014,"31","057",49,1863,0.0263016639828234,90.4435299497028,0
"28507",2015,"31","057",-1,1770,-0.000564971751412429,-102.148045658942,1
"28508",2016,"31","057",89,1806,0.0492801771871539,-8822.59136212625,1
"28509",2017,"31","057",50,1783,0.0280426247896803,-43.0955276739746,0
"28510",2018,"31","057",-1,1764,-0.000566893424036281,-102.021541950113,1
"28511",2021,"31","057",82,1630,0.0503067484662577,-8974.11042944785,1
"28512",2005,"31","059",216,6126,0.0352595494613124,NA,NA
"28513",2006,"31","059",260,6053,0.0429539071534776,21.8220533436129,0
"28514",2007,"31","059",244,5985,0.0407685881370092,-5.08759077180129,0
"28515",2008,"31","059",277,5940,0.0466329966329966,14.3846249379036,0
"28516",2009,"31","059",254,5898,0.0430654459138691,-7.65027121719043,0
"28517",2010,"31","059",235,5871,0.0400272525975132,-7.05482841727053,0
"28518",2011,"31","059",228,5827,0.0391281963274412,-2.24611036663513,0
"28519",2012,"31","059",240,5713,0.0420094521267285,7.36363050107326,0
"28520",2013,"31","059",231,5637,0.0409792442788717,-2.45232393116905,0
"28521",2014,"31","059",211,5604,0.0376516773733048,-8.12012755267573,0
"28522",2015,"31","059",149,5553,0.0268323428777238,-28.7353319967944,0
"28523",2016,"31","059",230,5622,0.0409107079331199,52.4678933910166,0
"28524",2017,"31","059",267,5561,0.0480129473116346,17.3603433852216,0
"28525",2018,"31","059",200,5535,0.03613369467028,-24.741769265383,0
"28526",2019,"31","059",179,5462,0.0327718784328085,-9.30382643720248,0
"28527",2020,"31","059",222,5572,0.0398420674802584,21.573951160431,0
"28528",2021,"31","059",181,5555,0.0325832583258326,-18.2189570308382,0
"28529",2005,"31","061",165,3425,0.0481751824817518,NA,NA
"28530",2006,"31","061",128,3352,0.0381861575178998,-20.7347942431475,0
"28531",2007,"31","061",115,3207,0.035859058309947,-6.09409105082632,0
"28532",2008,"31","061",154,3167,0.0486264603725924,35.6043986216554,0
"28533",2009,"31","061",170,3186,0.0533584431889517,9.73129193468178,0
"28534",2010,"31","061",181,3244,0.0557953144266338,4.56698339015013,0
"28535",2011,"31","061",177,3204,0.0552434456928839,-0.989095122809185,0
"28536",2012,"31","061",120,3183,0.0377002827521206,-31.7560983402291,0
"28537",2013,"31","061",130,3063,0.0424420502775057,12.5775383610839,0
"28538",2014,"31","061",107,3046,0.0351280367695338,-17.2329410576292,0
"28539",2015,"31","061",59,2977,0.01981860933826,-43.5817906127664,0
"28540",2016,"31","061",110,2994,0.0367401469605878,85.3820635621525,0
"28541",2017,"31","061",173,2974,0.0581708137188971,58.3303784312527,0
"28542",2018,"31","061",114,3013,0.037836043810156,-34.9569975194197,0
"28543",2019,"31","061",79,2979,0.0265189660960054,-29.910837853277,0
"28544",2020,"31","061",139,2890,0.0480968858131488,81.3678770093294,0
"28545",2021,"31","061",145,2891,0.050155655482532,4.2804635572068,0
"28546",2005,"31","063",140,2944,0.047554347826087,NA,NA
"28547",2006,"31","063",164,2879,0.0569642236887808,19.7876246712648,0
"28548",2007,"31","063",155,2860,0.0541958041958042,-4.85992665870715,0
"28549",2008,"31","063",154,2786,0.0552763819095477,1.99384016858487,0
"28550",2009,"31","063",134,2772,0.0483405483405483,-12.5475534566444,0
"28551",2010,"31","063",141,2760,0.0510869565217391,5.68137573004543,0
"28552",2011,"31","063",128,2714,0.0471628592483419,-7.68121168409665,0
"28553",2012,"31","063",159,2719,0.058477381390217,23.9903227289445,0
"28554",2013,"31","063",107,2716,0.0393961708394698,-32.630070117913,0
"28555",2014,"31","063",115,2722,0.0422483468038207,7.23972889642717,0
"28556",2015,"31","063",68,2631,0.0258456860509312,-38.8243848429263,0
"28557",2016,"31","063",116,2645,0.0438563327032136,69.6853107972868,0
"28558",2017,"31","063",165,2623,0.0629050705299276,43.4344065100504,0
"28559",2018,"31","063",114,2600,0.0438461538461538,-30.2979020979021,0
"28560",2019,"31","063",68,2627,0.025885039969547,-40.9639439291033,0
"28561",2020,"31","063",111,2504,0.0443290734824281,71.253641232851,0
"28562",2021,"31","063",121,2555,0.0473581213307241,6.83309532624601,0
"28563",2005,"31","065",254,5051,0.050287071866957,NA,NA
"28564",2006,"31","065",282,5016,0.0562200956937799,11.7983084052293,0
"28565",2007,"31","065",210,4929,0.0426049908703591,-24.2175056008081,0
"28566",2008,"31","065",190,4873,0.0389903550174431,-8.48406672334438,0
"28567",2009,"31","065",308,4934,0.062423996757195,60.1011243146374,0
"28568",2010,"31","065",270,4945,0.0546006066734075,-12.5326645043531,0
"28569",2011,"31","065",272,4915,0.0553407934893184,1.3556384461776,0
"28570",2012,"31","065",287,4882,0.0587873822204015,6.2279351519387,0
"28571",2013,"31","065",296,4830,0.0612836438923395,4.24625417505284,0
"28572",2014,"31","065",231,4853,0.0475994230372965,-22.3293198411682,0
"28573",2015,"31","065",132,4831,0.0273235354998965,-42.5969187095248,0
"28574",2016,"31","065",161,4762,0.0338093238135237,23.7370025326766,0
"28575",2017,"31","065",284,4763,0.0596262859542305,76.3604805677303,0
"28576",2018,"31","065",207,4701,0.0440331844288449,-26.1513882272576,0
"28577",2019,"31","065",159,4676,0.0340034217279726,-22.7777364525607,0
"28578",2020,"31","065",161,4626,0.0348032857760484,2.35230458415247,0
"28579",2021,"31","065",185,4611,0.0401214487096075,15.2806346153069,0
"28580",2005,"31","067",981,22866,0.0429021254263973,NA,NA
"28581",2006,"31","067",1072,22875,0.0468633879781421,9.2332547918651,0
"28582",2007,"31","067",1037,22843,0.0453968392943134,-3.12941242001696,0
"28583",2008,"31","067",1001,22574,0.0443430495260034,-2.32128444334669,0
"28584",2009,"31","067",881,22364,0.0393936683956358,-11.1615713922994,0
"28585",2010,"31","067",941,22269,0.0422560510126184,7.26609816642437,0
"28586",2011,"31","067",734,21908,0.0335037429249589,-20.7125556646217,0
"28587",2012,"31","067",1000,21654,0.0461808441858317,37.8378657252318,0
"28588",2013,"31","067",954,21767,0.0438278127440621,-5.0952542840079,0
"28589",2014,"31","067",884,21557,0.0410075613489818,-6.43484403739138,0
"28590",2015,"31","067",623,21715,0.0286898457287589,-30.0376691883647,0
"28591",2016,"31","067",913,21625,0.0422196531791907,47.1588713942419,0
"28592",2017,"31","067",1241,21621,0.0573979001896305,35.9506672070929,0
"28593",2018,"31","067",825,21495,0.0383810188415911,-33.131667334888,0
"28594",2019,"31","067",873,21513,0.0405801143494631,5.7296433868739,0
"28595",2020,"31","067",1053,21653,0.0486306747332933,19.8386833376104,0
"28596",2021,"31","067",856,21611,0.0396094581463144,-18.5504655990365,0
"28597",2005,"31","069",83,2111,0.0393178588346755,NA,NA
"28598",2006,"31","069",119,2120,0.0561320754716981,42.764832916572,0
"28599",2007,"31","069",97,2046,0.0474095796676442,-15.5392362223482,0
"28600",2008,"31","069",132,2004,0.0658682634730539,38.9345021297611,0
"28601",2009,"31","069",121,2010,0.0601990049751244,-8.60696517412936,0
"28602",2010,"31","069",135,2075,0.0650602409638554,8.075276311859,0
"28603",2011,"31","069",114,2062,0.055286129970902,-15.0231706002802,0
"28604",2012,"31","069",115,1983,0.0579929399899143,4.89600198175722,0
"28605",2013,"31","069",93,1923,0.0483619344773791,-16.6072034185715,0
"28606",2014,"31","069",70,1908,0.0366876310272537,-24.1394468113884,0
"28607",2015,"31","069",94,1916,0.0490605427974948,33.7250223680286,0
"28608",2016,"31","069",48,1907,0.0251704247509177,-48.6951767842997,0
"28609",2017,"31","069",136,1890,0.071957671957672,185.881834215168,0
"28610",2018,"31","069",61,1890,0.0322751322751323,-55.1470588235294,0
"28611",2019,"31","069",42,1837,0.0228633641807294,-29.1610519646252,0
"28612",2020,"31","069",118,1886,0.0625662778366914,173.652981871434,0
"28613",2021,"31","069",99,1833,0.0540098199672668,-13.6758301201143,0
"28614",2005,"31","071",66,1969,0.0335195530726257,NA,NA
"28615",2006,"31","071",73,1984,0.0367943548387097,9.76982526881721,0
"28616",2007,"31","071",51,1977,0.0257966616084977,-29.8896210530692,0
"28617",2008,"31","071",98,2001,0.0489755122438781,89.8521327571509,0
"28618",2009,"31","071",73,2029,0.0359783144406111,-26.538155922793,0
"28619",2010,"31","071",86,2035,0.0422604422604423,17.4608730773114,0
"28620",2011,"31","071",44,2010,0.0218905472636816,-48.2008561841953,0
"28621",2012,"31","071",152,1994,0.0762286860581745,248.226497674843,0
"28622",2013,"31","071",88,2022,0.0435212660731949,-42.906970690822,0
"28623",2014,"31","071",70,2000,0.035,-19.5795454545454,0
"28624",2015,"31","071",51,2014,0.0253227408142999,-27.6493119591431,0
"28625",2016,"31","071",60,1994,0.0300902708124373,18.827069443625,0
"28626",2017,"31","071",95,1986,0.0478348439073515,58.971131252098,0
"28627",2018,"31","071",62,1974,0.0314083080040527,-34.3401055831067,0
"28628",2019,"31","071",59,1969,0.0299644489588624,-4.59706089549305,0
"28629",2020,"31","071",88,1807,0.048699501936912,62.5242700233555,0
"28630",2021,"31","071",119,1832,0.0649563318777293,33.3819223898372,0
"28631",2005,"31","073",162,2110,0.0767772511848341,NA,NA
"28632",2006,"31","073",152,2075,0.0732530120481928,-4.5902127026625,0
"28633",2007,"31","073",177,2101,0.0842455973346026,15.0063253087502,0
"28634",2008,"31","073",153,2049,0.0746705710102489,-11.3656103432017,0
"28635",2009,"31","073",131,2020,0.0648514851485149,-13.1498738109105,0
"28636",2010,"31","073",137,2040,0.067156862745098,3.55485705732674,0
"28637",2011,"31","073",131,1991,0.065796082370668,-2.02627150645056,0
"28638",2012,"31","073",157,2080,0.0754807692307692,14.7192454492073,0
"28639",2013,"31","073",171,2017,0.0847793753098661,12.3191723850456,0
"28640",2014,"31","073",133,2004,0.0663672654690619,-21.7176757595919,0
"28641",2015,"31","073",117,2025,0.0577777777777778,-12.9423558897243,0
"28642",2016,"31","073",166,2025,0.0819753086419753,41.8803418803419,0
"28643",2017,"31","073",149,2028,0.0734714003944773,-10.3737434946888,0
"28644",2018,"31","073",139,1996,0.0696392785571142,-5.21580072897473,0
"28645",2019,"31","073",91,1990,0.0457286432160804,-34.3349842738874,0
"28646",2020,"31","073",130,1895,0.0686015831134565,50.0188465887674,0
"28647",2021,"31","073",103,1819,0.0566245189664651,-17.4588742758066,0
"28648",2005,"31","075",48,676,0.0710059171597633,NA,NA
"28649",2006,"31","075",-1,677,-0.00147710487444609,-102.080256031512,1
"28650",2007,"31","075",43,660,0.0651515151515152,-4510.75757575758,1
"28651",2008,"31","075",47,653,0.0719754977029096,10.4740197300474,0
"28652",2009,"31","075",-1,619,-0.00161550888529887,-102.244526174681,1
"28653",2010,"31","075",38,613,0.0619902120717781,-3937.19412724307,1
"28654",2011,"31","075",50,634,0.0788643533123028,27.2206541590569,0
"28655",2012,"31","075",38,625,0.0608,-22.9056,0
"28656",2013,"31","075",18,633,0.028436018957346,-53.2302319780494,0
"28657",2014,"31","075",-1,626,-0.00159744408945687,-105.617678381257,1
"28658",2015,"31","075",-1,646,-0.00154798761609907,-3.09597523219813,1
"28659",2016,"31","075",-1,665,-0.00150375939849624,-2.85714285714286,1
"28660",2017,"31","075",-1,649,-0.00154083204930663,2.4653312788906,1
"28661",2018,"31","075",-1,657,-0.0015220700152207,-1.21765601217657,1
"28662",2005,"31","077",88,2577,0.0341482343810632,NA,NA
"28663",2006,"31","077",103,2578,0.0399534522885958,17.0000528951266,0
"28664",2007,"31","077",84,2538,0.033096926713948,-17.1612843994583,0
"28665",2008,"31","077",113,2548,0.0443485086342229,33.9958510876878,0
"28666",2009,"31","077",120,2502,0.0479616306954436,8.14711063008001,0
"28667",2010,"31","077",132,2546,0.0518460329929301,8.09897879025923,0
"28668",2011,"31","077",114,2535,0.0449704142011834,-13.2616101846871,0
"28669",2012,"31","077",87,2464,0.0353084415584416,-21.4851760082023,0
"28670",2013,"31","077",95,2483,0.0382601691502215,8.35983538637447,0
"28671",2014,"31","077",105,2483,0.0422875553765606,10.5263157894737,0
"28672",2015,"31","077",43,2435,0.0176591375770021,-58.2403441869561,0
"28673",2016,"31","077",60,2400,0.025,41.5697674418605,0
"28674",2017,"31","077",141,2363,0.0596699111299196,138.679644519678,0
"28675",2018,"31","077",97,2355,0.0411889596602972,-30.9719775338423,0
"28676",2019,"31","077",78,2356,0.033106960950764,-19.6217597535575,0
"28677",2020,"31","077",87,2175,0.04,20.8205128205128,0
