"","Year","y1_statefips","y1_countyfips","n2","pop_estimate","outflow_per_Capita","percentage_change","data_issue_outflow"
"39469",2008,"45","027",1329,34875,0.0381075268817204,1.57064557968285,0
"39470",2009,"45","027",1185,34942,0.0339133421097819,-11.0061846441953,0
"39471",2010,"45","027",1276,34948,0.0365113883484033,7.66083811560417,0
"39472",2011,"45","027",1563,34710,0.0450302506482282,23.3320689384231,0
"39473",2012,"45","027",1584,34326,0.0461457787100157,2.47728592608101,0
"39474",2013,"45","027",1410,34260,0.0411558669001751,-10.8133657060978,0
"39475",2014,"45","027",1172,34214,0.0342549833401532,-16.7676787777555,0
"39476",2015,"45","027",1230,34029,0.0361456404831173,5.51936377895707,0
"39477",2016,"45","027",1637,34259,0.0477830643042704,32.1959264398388,0
"39478",2017,"45","027",1387,34012,0.0407797248030107,-14.6565307253303,0
"39479",2018,"45","027",1333,33742,0.0395056606010314,-3.12425895008807,0
"39480",2019,"45","027",1390,33745,0.0411912875981627,4.26679865995541,0
"39481",2020,"45","027",1369,30835,0.0443976001297227,7.78395801276929,0
"39482",2004,"45","029",1518,38672,0.0392532064542822,NA,0
"39483",2005,"45","029",1529,38728,0.0394804792398265,0.578991644438067,0
"39484",2006,"45","029",1478,38608,0.0382822213012847,-3.03506431941438,0
"39485",2007,"45","029",1525,38765,0.0393396104733651,2.76208938807047,0
"39486",2008,"45","029",1579,39014,0.040472650843287,2.88015147147681,0
"39487",2009,"45","029",1256,38864,0.0323178262659531,-20.1489756846173,0
"39488",2010,"45","029",1583,38887,0.0407076915164451,25.9604875075734,0
"39489",2011,"45","029",1876,38449,0.0487919061614086,19.8591822424951,0
"39490",2012,"45","029",1739,38105,0.045637055504527,-6.46593032550334,0
"39491",2013,"45","029",1480,37664,0.0392948173322005,-13.8971239537953,0
"39492",2014,"45","029",1186,37528,0.0316030697079514,-19.5744582783594,0
"39493",2015,"45","029",1426,37439,0.0380886241619701,20.5219129469153,0
"39494",2016,"45","029",1825,37579,0.0485643577530003,27.5035757303352,0
"39495",2017,"45","029",1596,37555,0.042497670083877,-12.4920578585198,0
"39496",2018,"45","029",1664,37676,0.0441660473510988,3.92580878887951,0
"39497",2019,"45","029",1675,37677,0.044456830427051,0.658386007786836,0
"39498",2020,"45","029",1558,38536,0.040429728046502,-9.05845590399673,0
"39499",2004,"45","031",2636,68155,0.0386765461081359,NA,0
"39500",2005,"45","031",2899,68185,0.0425166825548141,9.92885051302564,0
"39501",2006,"45","031",2834,68424,0.0414182158307027,-2.5836134385491,0
"39502",2007,"45","031",2799,68489,0.0408678765933216,-1.32873719049279,0
"39503",2008,"45","031",2611,68773,0.0379654806392043,-7.10190055382401,0
"39504",2009,"45","031",2416,68705,0.0351648351648352,-7.37682080462624,0
"39505",2010,"45","031",2541,68522,0.0370829806485508,5.45472621931643,0
"39506",2011,"45","031",2870,68168,0.0421018659781716,13.5342015173661,0
"39507",2012,"45","031",2921,68056,0.0429205360291525,1.94449825906847,0
"39508",2013,"45","031",2572,67808,0.037930627654554,-11.625922777873,0
"39509",2014,"45","031",2077,67647,0.0307035049595695,-19.0535278266528,0
"39510",2015,"45","031",2536,67520,0.0375592417061611,22.3288408135138,0
"39511",2016,"45","031",3183,67259,0.0473245216253587,25.9996727186206,0
"39512",2017,"45","031",2816,66981,0.0420417730401159,-11.1628145490056,0
"39513",2018,"45","031",2588,66759,0.0387663086625024,-7.7909758336976,0
"39514",2019,"45","031",2556,66618,0.0383680086463118,-1.02743859276933,0
"39515",2020,"45","031",2579,62843,0.0410387791798609,6.96093080610231,0
"39516",2004,"45","033",1052,31241,0.0336736980250312,NA,0
"39517",2005,"45","033",1056,31239,0.0338038989724383,0.386654733644944,0
"39518",2006,"45","033",1126,31373,0.0358907340706977,6.17335621539077,0
"39519",2007,"45","033",1130,31433,0.0359494798460217,0.163679503484788,0
"39520",2008,"45","033",1047,31585,0.033148646509419,-7.79102604154264,0
"39521",2009,"45","033",1016,31817,0.0319326146399723,-3.66842087836422,0
"39522",2010,"45","033",1225,32078,0.0381881663445352,19.5898512385902,0
"39523",2011,"45","033",1325,31750,0.0417322834645669,9.28066848786759,0
"39524",2012,"45","033",1219,31530,0.0386615921344751,-7.3580716777672,0
"39525",2013,"45","033",1135,31411,0.0361338384642323,-6.53815202811785,0
"39526",2014,"45","033",831,31296,0.0265529141104294,-26.5151026323613,0
"39527",2015,"45","033",1017,31141,0.0326579107928454,22.9918142205645,0
"39528",2016,"45","033",1195,30719,0.0389010058921189,19.1166395758578,0
"39529",2017,"45","033",909,30496,0.0298071878279119,-23.3768198422072,0
"39530",2018,"45","033",1015,30612,0.033156931922122,11.238041352809,0
"39531",2019,"45","033",990,30479,0.0324813806227238,-2.03743609627368,0
"39532",2020,"45","033",994,28275,0.0351547303271441,8.23040663040663,0
"39533",2004,"45","035",7554,107337,0.0703764778221862,NA,0
"39534",2005,"45","035",8208,113235,0.0724864220426547,2.99808158316683,0
"39535",2006,"45","035",8666,120136,0.0721349137644003,-0.484929823198424,0
"39536",2007,"45","035",9647,126324,0.0763671194705677,5.86706975209009,0
"39537",2008,"45","035",9820,130593,0.0751954545802608,-1.53425309011231,0
"39538",2009,"45","035",9373,133560,0.0701781970649895,-6.67228829625076,0
"39539",2010,"45","035",10140,137030,0.0739983945121506,5.44356738549918,0
"39540",2011,"45","035",12389,140149,0.0883987755888376,19.4603966364735,0
"39541",2012,"45","035",12559,142608,0.0880665881296982,-0.375782873605025,0
"39542",2013,"45","035",11692,145538,0.0803364069864915,-8.77765484887667,0
"39543",2014,"45","035",8669,148748,0.0582797751902547,-27.4553376527602,0
"39544",2015,"45","035",18952,152809,0.124024108527639,112.808145060206,0
"39545",2016,"45","035",16673,156173,0.106759811234977,-13.9201139984934,0
"39546",2017,"45","035",13186,158988,0.0829370770121015,-22.3143277861756,0
"39547",2018,"45","035",12528,160718,0.0779501984843017,-6.01284577110452,0
"39548",2019,"45","035",13957,162809,0.0857262190665135,9.97562640430971,0
"39549",2020,"45","035",13815,162159,0.0851941612861451,-0.620647669012002,0
"39550",2004,"45","037",1107,25819,0.0428754018358573,NA,0
"39551",2005,"45","037",1188,26196,0.0453504351809437,5.77261842247374,0
"39552",2006,"45","037",1180,26135,0.045150181748613,-0.441568932098884,0
"39553",2007,"45","037",1065,26493,0.0401992979277545,-10.9653685303505,0
"39554",2008,"45","037",1096,26774,0.0409352356764025,1.83072288966488,0
"39555",2009,"45","037",1185,27032,0.0438369340041432,7.08851013019443,0
"39556",2010,"45","037",1179,26963,0.0437265882876535,-0.251718599844033,0
"39557",2011,"45","037",1523,26891,0.0566360492358038,29.5231378748921,0
"39558",2012,"45","037",1330,26559,0.0500771866410633,-11.5807205538521,0
"39559",2013,"45","037",1212,26567,0.0456205066435804,-8.8996213573796,0
"39560",2014,"45","037",965,26651,0.0362087726539342,-20.6304898434761,0
"39561",2015,"45","037",1147,26782,0.0428272720483907,18.278717861312,0
"39562",2016,"45","037",1373,26626,0.0515661383610005,20.4049099899142,0
"39563",2017,"45","037",1332,26837,0.049632969407907,-3.74891162017978,0
"39564",2018,"45","037",1240,27132,0.045702491522925,-7.91908671165637,0
"39565",2019,"45","037",1309,27260,0.0480190755685987,5.0688353489693,0
"39566",2020,"45","037",1157,25672,0.045068557182923,-6.1444714433551,0
"39567",2004,"45","039",957,24273,0.039426523297491,NA,0
"39568",2005,"45","039",938,24132,0.0388695508039118,-1.4126847791691,0
"39569",2006,"45","039",964,24177,0.0398726061959714,2.58056852038179,0
"39570",2007,"45","039",904,23917,0.0377973826148764,-5.2046349087274,0
"39571",2008,"45","039",934,24131,0.0387053996933405,2.40232792761341,0
"39572",2009,"45","039",883,24084,0.0366633449593091,-5.27589109067586,0
"39573",2010,"45","039",862,23840,0.0361577181208054,-1.37910722293584,0
"39574",2011,"45","039",1143,23572,0.0484897335822162,34.1061773317905,0
"39575",2012,"45","039",1105,23405,0.0472121341593677,-2.63478334167854,0
"39576",2013,"45","039",884,23194,0.0381133051651289,-19.2722255755799,0
"39577",2014,"45","039",785,23025,0.0340933767643865,-10.5473098785994,0
"39578",2015,"45","039",914,22874,0.0399580309521728,17.2017404679972,0
"39579",2016,"45","039",1065,22633,0.0470551849069942,17.761520739889,0
"39580",2017,"45","039",1009,22593,0.0446598503961404,-5.09047943513186,0
"39581",2018,"45","039",981,22376,0.0438416160171612,-1.83214760399168,0
"39582",2019,"45","039",995,22347,0.0445249921689712,1.55873850896026,0
"39583",2020,"45","039",935,20880,0.04477969348659,0.5720412406862,0
"39584",2004,"45","041",5010,129855,0.0385814947441377,NA,0
"39585",2005,"45","041",5304,130982,0.0404941136950115,4.95734798135174,0
"39586",2006,"45","041",5162,132489,0.0389617251243499,-3.78422548571636,0
"39587",2007,"45","041",5353,133757,0.0400203353843163,2.71705181582114,0
"39588",2008,"45","041",5201,135032,0.0385167960187215,-3.75693844430916,0
"39589",2009,"45","041",4899,136120,0.0359903026741111,-6.55945874465358,0
"39590",2010,"45","041",4904,137140,0.0357590783141315,-0.642462949181756,0
"39591",2011,"45","041",5853,137632,0.0425264473378284,18.9248977958766,0
"39592",2012,"45","041",6434,137985,0.0466282566945683,9.6453139481773,0
"39593",2013,"45","041",5630,138178,0.0407445468887956,-12.6183353675713,0
"39594",2014,"45","041",4390,138779,0.0316330280517946,-22.3625479548691,0
"39595",2015,"45","041",5638,138715,0.0406444868975958,28.4874999353404,0
"39596",2016,"45","041",6710,138595,0.0484144449655471,19.1168806916613,0
"39597",2017,"45","041",5610,138495,0.0405068775046031,-16.3330746982048,0
"39598",2018,"45","041",5318,138277,0.0384590351251473,-5.05554243035149,0
"39599",2019,"45","041",5640,138293,0.040782975277129,6.04263769077785,0
"39600",2020,"45","041",5446,136811,0.0398067406860559,-2.3937306791359,0
"39601",2004,"45","043",2445,59176,0.0413174259835068,NA,0
"39602",2005,"45","043",2779,59521,0.0466894037398565,13.0017241599079,0
"39603",2006,"45","043",2419,59821,0.040437304625466,-13.3908309243483,0
"39604",2007,"45","043",2433,60277,0.0403636544619009,-0.182134205648062,0
"39605",2008,"45","043",2477,60621,0.0408604279045215,1.23074446365988,0
"39606",2009,"45","043",2270,60369,0.0376020805380245,-7.97433490934267,0
"39607",2010,"45","043",2347,60327,0.038904636398296,3.46405263122151,0
"39608",2011,"45","043",2944,60173,0.0489255978595051,25.7577563728319,0
"39609",2012,"45","043",3200,60232,0.0531279054323283,8.58917980908602,0
"39610",2013,"45","043",2952,60476,0.0488127521661486,-8.12219723526688,0
"39611",2014,"45","043",2481,60825,0.0407891491985203,-16.4375139928958,0
"39612",2015,"45","043",3031,61456,0.0493198385837022,20.914114544687,0
"39613",2016,"45","043",3527,61565,0.057289044099732,16.1582149189419,0
"39614",2017,"45","043",2927,61826,0.0473425419726329,-17.3619621053263,0
"39615",2018,"45","043",2950,62232,0.0474032652011827,0.128263557510082,0
"39616",2019,"45","043",3226,62680,0.0514677728142948,8.57431992471849,0
"39617",2020,"45","043",3206,63506,0.0504834188895537,-1.91256367026569,0
"39618",2004,"45","045",16847,399319,0.0421893273297789,NA,0
"39619",2005,"45","045",16582,405608,0.0408818366501647,-3.09910293044984,0
"39620",2006,"45","045",16478,415957,0.0396146717088545,-3.099579287872,0
"39621",2007,"45","045",17670,427970,0.0412879407435101,4.22386192406976,0
"39622",2008,"45","045",17770,438742,0.0405021630024023,-1.90316525105761,0
"39623",2009,"45","045",16680,446655,0.0373442589918393,-7.79687744176941,0
"39624",2010,"45","045",17742,452697,0.0391917772814929,4.94726188048692,0
"39625",2011,"45","045",21030,458916,0.0458253798080695,16.9260058785572,0
"39626",2012,"45","045",21548,466062,0.0462341920173711,0.892108720132501,0
"39627",2013,"45","045",21110,473014,0.0446287002076049,-3.47252053018037,0
"39628",2014,"45","045",15376,481485,0.0319345358630072,-28.4439481444601,0
"39629",2015,"45","045",21562,490900,0.0439234059889998,37.5420208936887,0
"39630",2016,"45","045",29839,499122,0.0597829789109677,36.1073385928672,0
"39631",2017,"45","045",23049,506831,0.0454766973606587,-23.9303591271602,0
"39632",2018,"45","045",22650,514621,0.0440129726536616,-3.2186257840775,0
"39633",2019,"45","045",25166,523542,0.0480687318304931,9.21491763064093,0
"39634",2020,"45","045",24825,527207,0.047087766285349,-2.04075603367959,0
"39635",2004,"45","047",2342,67255,0.0348226897628429,NA,0
"39636",2005,"45","047",2452,67630,0.0362560993641875,4.1163092544163,0
"39637",2006,"45","047",2431,68091,0.0357022220264058,-1.52768043858781,0
"39638",2007,"45","047",2689,68198,0.0394293087773835,10.4393691468869,0
"39639",2008,"45","047",2259,68862,0.0328047399146118,-16.8011285720826,0
"39640",2009,"45","047",2382,69598,0.0342251214115348,4.32980569460428,0
"39641",2010,"45","047",2331,69766,0.0334116905082705,-2.37670713708605,0
"39642",2011,"45","047",3052,69848,0.0436948803115336,30.777220927261,0
"39643",2012,"45","047",3163,69958,0.0452128419909088,3.47400351838139,0
"39644",2013,"45","047",2732,69823,0.0391275081276943,-13.459304027909,0
"39645",2014,"45","047",2085,69670,0.0299267977608727,-23.5146852101972,0
"39646",2015,"45","047",2422,69962,0.0346187930590892,15.6782404041605,0
"39647",2016,"45","047",3127,70188,0.0445517752322334,28.6924565977504,0
"39648",2017,"45","047",2620,70496,0.0371652292328643,-16.5796894980404,0
"39649",2018,"45","047",2407,70597,0.0340949332124595,-8.26120565856712,0
"39650",2019,"45","047",2563,70811,0.0361949414638969,6.15929715524412,0
"39651",2020,"45","047",2618,69388,0.0377298668357641,4.24071792849366,0
"39652",2004,"45","049",773,21072,0.0366837509491268,NA,0
"39653",2005,"45","049",754,21109,0.0357193614098252,-2.62892837932259,0
"39654",2006,"45","049",713,21104,0.0337850644427597,-5.4152618936056,0
"39655",2007,"45","049",818,21295,0.038412772951397,13.6974979475853,0
"39656",2008,"45","049",775,21212,0.0365359230624175,-4.88600469264295,0
"39657",2009,"45","049",717,21205,0.0338127800047159,-7.45333039225381,0
"39658",2010,"45","049",826,21073,0.0391970768281687,15.9238513446748,0
"39659",2011,"45","049",928,20796,0.044623966147336,13.8451378477981,0
"39660",2012,"45","049",986,20737,0.0475478613107007,6.55229782514346,0
"39661",2013,"45","049",776,20386,0.0380653389581085,-19.9431101445947,0
"39662",2014,"45","049",704,20427,0.0344641895530425,-9.46044223861788,0
"39663",2015,"45","049",649,19963,0.032510143765967,-5.66978597906127,0
"39664",2016,"45","049",732,19789,0.0369902471069786,13.7806322028682,0
"39665",2017,"45","049",687,19498,0.0352343830136424,-4.74682985560521,0
"39666",2018,"45","049",641,19348,0.0331300392805458,-5.9724154451118,0
"39667",2019,"45","049",864,19222,0.0449484965144106,35.6729345648698,0
"39668",2020,"45","049",699,18519,0.0377450186295156,-16.0260708221586,0
"39669",2004,"45","051",8771,219094,0.040033045176956,NA,0
"39670",2005,"45","051",9484,229899,0.0412528980117356,3.04711477577468,0
"39671",2006,"45","051",9725,242194,0.0401537610345426,-2.66438730408794,0
"39672",2007,"45","051",10765,252464,0.0426397426959883,6.19115519292749,0
"39673",2008,"45","051",11159,260609,0.0428189356468886,0.420248668426314,0
"39674",2009,"45","051",10344,265640,0.0389399186869447,-9.05911578917484,0
"39675",2010,"45","051",10900,270274,0.0403294434536803,3.5683812745132,0
"39676",2011,"45","051",13675,275465,0.0496433303686494,23.0945089179481,0
"39677",2012,"45","051",13500,281286,0.0479938567863313,-3.32264892397247,0
"39678",2013,"45","051",13630,288783,0.0471980691384188,-1.65810314319056,0
"39679",2014,"45","051",10665,297760,0.0358174368619022,-24.1124954564145,0
"39680",2015,"45","051",12308,308987,0.0398333910488144,11.2122880327704,0
"39681",2016,"45","051",16363,321033,0.0509698379917329,27.9575668796846,0
"39682",2017,"45","051",14797,332655,0.0444815198929822,-12.7297208592327,0
"39683",2018,"45","051",13324,344105,0.0387207393092225,-12.9509526599351,0
"39684",2019,"45","051",14800,354081,0.0417983455762947,7.94821153205405,0
"39685",2020,"45","051",14627,353745,0.0413489943320754,-1.07504552638122,0
"39686",2004,"45","053",966,21456,0.0450223713646532,NA,0
"39687",2005,"45","053",1006,21845,0.0460517280842298,2.28632275105949,0
"39688",2006,"45","053",1126,22406,0.05025439614389,9.12597254108128,0
"39689",2007,"45","053",1161,22971,0.0505419877236516,0.572271486335415,0
"39690",2008,"45","053",1253,23620,0.0530482641828958,4.95880073602934,0
"39691",2009,"45","053",1259,24234,0.0519518032516299,-2.06691198695137,0
"39692",2010,"45","053",1565,24948,0.0627304793971461,20.7474533526956,0
"39693",2011,"45","053",1712,25298,0.0676733338603842,7.87951010535884,0
"39694",2012,"45","053",1760,25730,0.068402642829382,1.07769032112774,0
"39695",2013,"45","053",1572,26330,0.0597037599696164,-12.7171736353278,0
"39696",2014,"45","053",1328,26685,0.0497657860221098,-16.6454741754357,0
"39697",2015,"45","053",1707,27460,0.062163146394756,24.9114127668723,0
"39698",2016,"45","053",1984,28085,0.0706426918283781,13.6407918926341,0
"39699",2017,"45","053",1759,28522,0.0616716920272071,-12.6991194262041,0
"39700",2018,"45","053",1776,29147,0.0609325144954884,-1.19856859350087,0
"39701",2019,"45","053",1947,30073,0.064742460013966,6.2527298438664,0
"39702",2020,"45","053",2053,29143,0.0704457331091514,8.80916958353933,0
"39703",2004,"45","055",2375,55415,0.0428584318325363,NA,0
"39704",2005,"45","055",2397,56506,0.0424202739532085,-1.02233763717688,0
"39705",2006,"45","055",2218,58060,0.0382018601446779,-9.94433419544553,0
"39706",2007,"45","055",2507,59380,0.0422196025597844,10.5171381704727,0
"39707",2008,"45","055",2509,60395,0.0415431741038165,-1.60216680157055,0
"39708",2009,"45","055",2499,61143,0.040871399833178,-1.61705089976951,0
"39709",2010,"45","055",2590,61710,0.0419705072111489,2.68918457027925,0
"39710",2011,"45","055",3314,62130,0.053339771446966,27.0886986869604,0
"39711",2012,"45","055",2876,62293,0.0461689114346716,-13.4437396669841,0
"39712",2013,"45","055",2867,62592,0.0458045756646217,-0.789136582883235,0
"39713",2014,"45","055",2096,63183,0.0331734802082839,-27.5760560447539,0
"39714",2015,"45","055",2525,63661,0.0396632160977679,19.5630239840299,0
"39715",2016,"45","055",3508,64333,0.054528779941865,37.4794716783789,0
"39716",2017,"45","055",2815,65213,0.0431662398601506,-20.837693588282,0
"39717",2018,"45","055",2932,65802,0.0445579161727607,3.22399244668717,0
"39718",2019,"45","055",3158,66551,0.0474523297921894,6.49584600906037,0
"39719",2020,"45","055",3081,65581,0.0469800704472332,-0.995228995129311,0
"39720",2004,"45","057",2114,65079,0.0324835968592019,NA,0
"39721",2005,"45","057",2204,65875,0.0334573055028463,2.99753949005365,0
"39722",2006,"45","057",2128,66992,0.0317649868641032,-5.05814384424696,0
"39723",2007,"45","057",2177,69504,0.031321938305709,-1.39477016089951,0
"39724",2008,"45","057",2512,72733,0.0345372801891851,10.2654626673919,0
"39725",2009,"45","057",2694,75394,0.0357322863888373,3.46004721016336,0
"39726",2010,"45","057",2845,76971,0.0369619726910135,3.44138712198486,0
"39727",2011,"45","057",3341,77850,0.0429158638407193,16.1081530996136,0
"39728",2012,"45","057",3752,79315,0.0473050494862258,10.2274200090595,0
"39729",2013,"45","057",3438,80649,0.0426291708514675,-9.88452329200048,0
"39730",2014,"45","057",2562,83429,0.0307087463591797,-27.9630690773275,0
"39731",2015,"45","057",3449,86261,0.0399833064768551,30.2016891513484,0
"39732",2016,"45","057",5052,89823,0.056243946427975,40.6685724216745,0
"39733",2017,"45","057",4350,92411,0.0470723182305137,-16.3068717256645,0
"39734",2018,"45","057",4069,95035,0.0428158047035303,-9.04249819636927,0
"39735",2019,"45","057",4951,98012,0.0505142227482349,17.9803184782134,0
"39736",2020,"45","057",5039,96576,0.0521765241882041,3.29075921499214,0
"39737",2004,"45","059",2531,67784,0.0373391950902868,NA,0
"39738",2005,"45","059",2656,67629,0.0392730929039317,5.17927022521176,0
"39739",2006,"45","059",2588,67388,0.0384044637027364,-2.21176672619129,0
"39740",2007,"45","059",2745,67172,0.04086524146966,6.40753060886579,0
"39741",2008,"45","059",2694,67173,0.0401053994908669,-1.85938453185758,0
"39742",2009,"45","059",2597,66897,0.038820873880742,-3.20287449179345,0
"39743",2010,"45","059",2499,66505,0.037576122096083,-3.20639815704026,0
"39744",2011,"45","059",3084,66446,0.0464136291123619,23.5189437422021,0
"39745",2012,"45","059",2932,66214,0.0442806657202404,-4.59555400625499,0
"39746",2013,"45","059",2800,66149,0.0423286822174182,-4.40820721882224,0
"39747",2014,"45","059",2138,66464,0.0321677900818488,-24.0047447812779,0
"39748",2015,"45","059",2591,66421,0.0390087472335557,21.2664815776914,0
"39749",2016,"45","059",3318,66603,0.0498175757848746,27.7087302665825,0
"39750",2017,"45","059",2893,66822,0.0432941246894735,-13.094677917631,0
"39751",2018,"45","059",2795,66890,0.041785020182389,-3.48570277816806,0
"39752",2019,"45","059",2985,67493,0.044226808706088,5.84369353668082,0
"39753",2020,"45","059",2936,67624,0.0434165385070389,-1.83207928122017,0
"39754",2004,"45","061",747,20157,0.0370590861735377,NA,0
"39755",2005,"45","061",898,20079,0.044723342795956,20.6811808216981,0
"39756",2006,"45","061",873,20001,0.0436478176091195,-2.40484078245976,0
"39757",2007,"45","061",1006,19836,0.0507158701351079,16.1933698250049,0
"39758",2008,"45","061",932,19697,0.0473168502817688,-6.70208328139505,0
"39759",2009,"45","061",833,19352,0.0430446465481604,-9.02892671039535,0
"39760",2010,"45","061",885,19222,0.0460409946935803,6.96102392679056,0
"39761",2011,"45","061",990,18887,0.052417006406523,13.8485533498514,0
"39762",2012,"45","061",922,18632,0.0494847574066123,-5.59407948094079,0
"39763",2013,"45","061",786,18381,0.0427615472498776,-13.5864264251931,0
"39764",2014,"45","061",667,18337,0.0363745432731635,-14.9363257119568,0
"39765",2015,"45","061",828,17809,0.0464933460609804,27.8183638261166,0
"39766",2016,"45","061",937,17506,0.053524505883697,15.1229378360821,0
"39767",2017,"45","061",743,17388,0.0427306188175753,-20.1662526125428,0
"39768",2018,"45","061",791,17294,0.0457384063837169,7.03895157470651,0
"39769",2019,"45","061",763,16828,0.0453410981697171,-0.868653382163306,0
"39770",2020,"45","061",842,16533,0.050928446138027,12.3229215741439,0
"39771",2004,"45","063",11128,230832,0.0482082206973037,NA,0
"39772",2005,"45","063",11392,235176,0.0484403170391537,0.481445567774229,0
"39773",2006,"45","063",11436,241219,0.047409200767767,-2.12863237569888,0
"39774",2007,"45","063",11585,246461,0.0470054085636267,-0.851716961267324,0
"39775",2008,"45","063",11086,252747,0.0438620438620439,-6.68724046367551,0
"39776",2009,"45","063",11307,258983,0.0436592363205307,-0.462375948897981,0
"39777",2010,"45","063",11913,263357,0.0452351750665447,3.6096342465635,0
"39778",2011,"45","063",13704,266362,0.0514487802314144,13.7362244220985,0
"39779",2012,"45","063",14314,269787,0.0530566706327584,3.12522550410684,0
"39780",2013,"45","063",13623,273248,0.0498558086426982,-6.03291151119449,0
"39781",2014,"45","063",9937,277423,0.0358189479603349,-28.1549152736871,0
"39782",2015,"45","063",13829,281675,0.0490955888879027,37.0659711789135,0
"39783",2016,"45","063",18824,286277,0.0657544965191056,33.9315771713,0
"39784",2017,"45","063",14492,290338,0.0499142378882544,-24.0900006378251,0
"39785",2018,"45","063",14143,294350,0.0480482418889078,-3.73840426758417,0
"39786",2019,"45","063",15027,298750,0.0502995815899582,4.68558184970787,0
"39787",2020,"45","063",14832,295033,0.0502723424159331,-0.0541538779528673,0
"39788",2004,"45","065",389,9982,0.0389701462632739,NA,0
"39789",2005,"45","065",339,10049,0.0337346999701463,-13.434505115167,0
"39790",2006,"45","065",390,10166,0.0383631713554987,13.7202091302085,0
"39791",2007,"45","065",394,10162,0.0387718952962015,1.06540707209867,0
"39792",2008,"45","065",375,10224,0.0366784037558685,-5.39950787636138,0
"39793",2009,"45","065",352,10235,0.0343917928676111,-6.23421592574499,0
"39794",2010,"45","065",388,10209,0.0380056812616319,10.5079965093189,0
"39795",2011,"45","065",392,10013,0.0391491061619894,3.00856309478089,0
"39796",2012,"45","065",470,9921,0.0473742566273561,21.0098039820706,0
"39797",2013,"45","065",364,9873,0.0368682264762484,-22.1766649210936,0
"39798",2014,"45","065",321,9805,0.0327383987761346,-11.2015903525338,0
"39799",2015,"45","065",319,9656,0.033036454018227,0.910414843836713,0
"39800",2016,"45","065",432,9572,0.0451316339323026,36.6116166928882,0
"39801",2017,"45","065",392,9554,0.0410299351057149,-9.08830119631878,0
"39802",2018,"45","065",377,9408,0.0400722789115646,-2.33404267319173,0
"39803",2019,"45","065",350,9463,0.0369861566099546,-7.70138955266512,0
"39804",2020,"45","065",445,9505,0.0468174644923724,26.5810475689487,0
"39805",2004,"45","067",1260,34577,0.0364404083639413,NA,0
"39806",2005,"45","067",1349,34334,0.0392904992136075,7.82123740546877,0
"39807",2006,"45","067",1381,33994,0.0406248161440254,3.39602946545358,0
"39808",2007,"45","067",1304,33842,0.0385320016547485,-5.15156667259075,0
"39809",2008,"45","067",1440,33724,0.0426995611433994,10.8158395870338,0
"39810",2009,"45","067",1341,33277,0.0402981037954143,-5.62407969468401,0
"39811",2010,"45","067",1309,32956,0.0397196261682243,-1.43549589858315,0
"39812",2011,"45","067",1555,32780,0.0474374618669921,19.4307863474859,0
"39813",2012,"45","067",1494,32408,0.0460997284621081,-2.81999363421838,0
"39814",2013,"45","067",1188,32082,0.037030110342248,-19.6739079001625,0
"39815",2014,"45","067",1030,31952,0.032235853780671,-12.9469140579556,0
"39816",2015,"45","067",1190,31770,0.0374567201762669,16.1958371914641,0
"39817",2016,"45","067",1338,31760,0.0421284634760705,12.4723768600639,0
"39818",2017,"45","067",1269,31295,0.0405496085636683,-3.747715397451,0
"39819",2018,"45","067",1148,31056,0.0369654817104585,-8.83886917818757,0
"39820",2019,"45","067",1125,30657,0.036696349936393,-0.728062402036514,0
"39821",2020,"45","067",1212,29083,0.041673830072551,13.5639652030396,0
"39822",2004,"45","069",1059,28351,0.0373531797820183,NA,0
"39823",2005,"45","069",1153,27918,0.0412995200229243,10.5649378819572,0
"39824",2006,"45","069",1004,29199,0.0343847392033974,-16.7430052835691,0
"39825",2007,"45","069",1031,29221,0.0352828445296191,2.61193002194703,0
"39826",2008,"45","069",979,29079,0.0336669073902129,-4.57995142100772,0
"39827",2009,"45","069",1024,29189,0.0350817088629278,4.20235056435933,0
"39828",2010,"45","069",969,28917,0.0335097001763668,-4.48099233906526,0
"39829",2011,"45","069",1073,28585,0.0375371698443239,12.0188173775352,0
"39830",2012,"45","069",945,28259,0.0334406737676492,-10.9131724465747,0
"39831",2013,"45","069",796,28060,0.028367783321454,-15.1698212824371,0
"39832",2014,"45","069",756,28037,0.0269643685130363,-4.94721350806535,0
"39833",2015,"45","069",842,27585,0.0305238354177995,13.2006314297415,0
"39834",2016,"45","069",868,26979,0.0321731717261574,5.40343730000611,0
"39835",2017,"45","069",857,26691,0.0321082012663445,-0.201939865817144,0
"39836",2018,"45","069",955,26392,0.0361852076386784,12.6977102781756,0
"39837",2019,"45","069",859,26118,0.032889195191056,-9.10872885001576,0
"39838",2020,"45","069",951,26481,0.0359125410671802,9.19252009227164,0
"39839",2004,"45","071",1183,36312,0.0325787618418154,NA,0
"39840",2005,"45","071",1120,36399,0.0307700761009918,-5.5517325968543,0
"39841",2006,"45","071",1178,36746,0.0320579110651499,4.18534864824938,0
"39842",2007,"45","071",1246,37061,0.0336202476997383,4.87348234079646,0
"39843",2008,"45","071",1259,37192,0.0338513658851366,0.687437485477311,0
"39844",2009,"45","071",1391,37413,0.0371795899820918,9.83187534662095,0
"39845",2010,"45","071",1366,37609,0.0363210933553139,-2.30905350809789,0
"39846",2011,"45","071",1585,37502,0.0422644125646632,16.3632717528857,0
